Unique id,Customer Remarks
0866b017-441d-4e39-a238-23813dde8a40,"I tried to contact customer support for the same query for at least 6-7 times. Nobody is able to give proper information and resolve my issue. Such a worse experience. Lack of knowledge and fake assurance was given by support staff. On my last phone call she assured me to provide customer care number on text message and as I said everything is about fake assurance. I didn\u2019t get the number and proper service as well. Overall very bad, inconvenient and worse experience ever by customer support."
9d551f65-74c5-4170-849b-e75969bc209c,"I want add pin code in my billing address so that i can claim the bill in my office, but it was fairly rejected by customer care. Please help me out"
da73779e-f03d-43f9-97fe-59c3d2366990,Thank you so much for help Polite talking good work and talking  so good ???????? i am very happy 
716a422f-f02c-4932-8fb0-d662bdb58366,Please try to make delivery faster specially in RURAL areas. Because it is too slow and not every-time a person is available to pickup the products.
6b92b6e9-e8aa-4eea-a56b-4131241cbcd4,"I want to change my International number in my profile which I wrongly put while creating profile but agent couldn't able help to change,I am unable to receive any OTP message in my mobile.I want to change my mobile number to "
fafa332a-1216-4e59-acbc-dfb05022632b,The product delivered is defective and it cannot be returned/replaced even after talking to the customer executive.
a8d6c5ba-aa99-4184-939d-773482f3a40d,"I am not received the order that makes me to contact your customer care,so I would like to say please try to avoid such cases..."
10f43085-9e01-425d-afdd-4639efe28eef,Good person
dd8ed820-d3d3-4c75-b74a-aada065ac72d,Very good person when I talk him. And he will fully help me. 
9e942208-b483-4340-a48d-23c910209c69,Issue solve by customer care thank you Shopzilla 
dbd5b478-6e1e-40c5-bb68-96d2bfb3114f,I am so happy to talk with Ma'am thank you costmor support 
cc36cd4a-f0f7-48c5-ac50-4b30f8815949,Customer care service is good but delivery system is getting slow and irresponsible.. so very bad... 
0f57264e-cf84-4108-9b00-11c4686a5629,Agent was good in responding with information and good amount of knowledge but the platform the seller the policies is pathetic not at all happy with Shopzilla and service. Agent is not at fault but the platform is. 
b2b1ed01-b012-4036-a0ab-438ae03d75ee,Thanks and thank you for reaching out to me Customer services are good for me everytime when there is problem it reached out and I would like to thank you all for the good services 
38cdfa93-e129-4846-953c-88f0ed233e69,"Stop your plus membership because that is of no use. You did not even bother about your own timelines. What is one day delivery according to you??? Your delivery partner is also pathetic. You and your delivery partner both do not care about the customer. I called him 20 times to know where is my order and he didn\u2019t pick. Moreover, I got the message that I was not contactable therefore, delivery was failed. How ridiculous is that. I called Shopzilla customer care and was promised that product will come today but nothing like this happened. Again false promise!! This was not expected from Shopzilla. Till now your app shows it will be delivered by 9. Dude!!! Its 9:46 pm. At least remove this basic bug and if you need any help in that please call me\u2026I will help you out!!! May God give you the ability and positive mind to serve your customers better. Customers who should be your top priority are at first number but from bottom!! Think n respond!!!"
11aca2da-2bff-4d23-9308-0c64492592ce,Mind blowing customer service...very nice communication
80916bf5-ddc4-460d-9674-2fb6e5b50b3f,Very nice talk to you
b1188c3e-8ef6-40b7-9811-decb3d3163e0,Good job customer service 
5fc6cc22-c7b3-4655-b3b0-703ad1b1b63b,Agent is so awesome and man happy with the call 
34cfcad6-3d7d-4093-a123-4b8560be6403,Do tell your sellers to ship products and Jatin helped me alot there was an agent saurabh that person literally told be my order is not eligible for return and Jatin understands my case and advsd the best to me So keep this guy around and do either train others cz their incompitence is causing us issued 
b34b4f54-6603-40aa-a6e5-a0c9ddd595a6,Chat person talking very good 
484c2575-0ca8-48d2-b934-a414ae0fd196,Just make sure if the seller does not have product they should cancel the order immediately
255b1c21-ac61-4fef-89ba-05d600646251,Thank you Shopzilla customer care 
e471242e-e1c8-4a71-8bae-6af6aeefee02,"Its amazing... Way of talking was so cool. No special effort required to teel my problem... Everything was fair i just love the agent and her way to understand,talk ....it was very humble????????"
9bd97212-02af-43d0-9887-e146299d76ff,Customer care executive was polite and knowledgeable 
3848ecb5-58e0-4bef-9911-6d4a79f351f3,Customer support executive are very nice talking way and she raise my issue on a priority basis I'm happy with her services .But not happy with Shopzilla because they will cheat me and I'm prime customer but they will dne fraud with me on my grocery bill so if my issue not resolved I will escalate on Twitter and other social media apps and if my charges are not valid please refund the same .
93bc323b-999e-40d7-beb0-239960f93cf9,Better Experience with executive 
f86baa8f-65d6-4567-bb0d-71eca4e8c2e4,Too awesome customer care supportMind blowing I give 10 star..
6cf25c41-f931-4564-bd43-a205fde31815,Customer support executive simply quoted 24-48 hours. No resolution after 4 days.
91f65aa2-4b80-47d1-bc92-2c60799aeac3,Customer service is very good
92423865-4b17-4554-9de4-985ac210bec5,Well talked to customer support department
85ab221c-9ef9-4e3f-a4c6-102b117fc39f,I am Happy With calling a customer care number 
865cb8be-ddec-4ef4-a884-e92fc9a6ca51,Thanks Shopzilla customer care
4d96a5ee-43c0-47b0-96a8-eb462f746082,Very good service by customer executive.
828f1ac3-f98b-48eb-83fa-4df44cf1368c,Shopzilla customer care thanksful supports
f2daf22d-0094-4635-93d4-7c91b1fccfa7,"Customer service agents do not even try to understand or resolve the issue properly , very rude and not at all helpful"
daebb217-cfcb-407d-9195-dc5c708f8c93,Problem is not resolved due to late complaint but I want improvement in Shopzilla delivery and services thatswhy I contacted customer care.
3a416752-6cc6-463a-8e6a-9da12f067abe,"Executive was very polite and helpful, thank u for helping me and solve my problem, thank u so much "
9da8e697-25e5-4987-8f14-df457d33d35e,nice talking
fea1a820-a32a-404c-8a4e-71ee0eca34da,Understand the customer querry. My refund request cancelled by your executive without giving proper reply. I'm never purchase from Shopzilla again.
9e7e4ba0-f168-4793-b958-1153064a7897,The senior executive disconnected the call after asking me to wait. 
2f3d3970-d871-4f9c-b3c7-a6b47c876445,Nice person
4b010734-f463-478c-9272-7f9f99824e0a,good customer care service
7dcbb2af-5099-4d66-8990-0fe63bfb9034,The delivery person misguided me. He told me that he had to show dents on exchanged phone by Shopzilla order but there was no dents on my exchanged phone. That's why I denied to exchange my phone because he forcefully decreased price of my phone.
03ae2b1d-634e-4543-aef1-d4f0f0ce596d,Resolve the customer Issues well in time so that customer will not suffer so long. I'm facing the issue since 05 months and Shopzilla not issue the refund of my product as order cancelled by Shopzilla Executive.
1340d01e-8424-4050-8066-39f4a1cc1b1b,The issue is yet to be resolved...this is fraud..pl take action against the person concerned.
6126c95f-0abf-4c71-b669-5061e616e09d,Thanks for supportNice to talk with customerThanks for your support
fc8e8a6d-6445-4830-bcde-18c403c28d82,What is the sellers you have that selling poor quality of product making fool of the customers 
8d093faf-8359-494d-9955-224cf8a5de8d,Very genuine person ??????
aefc5b4e-9f37-408b-8294-3e566e01803d,Good service for customer care 
38c4deb2-e3f8-4481-adc0-5d29623df2b4,Wrost experience received from Shopzilla to resolve an issue you people are talking 20days and still your are asking to wait
d77a6021-3c80-4b91-b134-4c906a423b27,No need to improve Shopzilla you are already having the best customer care executive Miss   
54fd1655-e329-45dd-bdbe-28b5bd378583,your customer executive is the worst of all the time. they keep giving   like their website is not working on the data is not showing.
ffac5993-964b-4280-a2a3-feb93225d77f,Very nice agent 
dca70b0d-b21a-4b32-87dd-3479b93ca77d,Very good support by customer executive officer. 
6048141b-b54e-40f6-914b-2e2184baa8ff,Order cancelled by seller this is very wrong thing...about my Motorola mehroon colour mobile 
d0d06e97-557a-4adc-aceb-49176f5a6451,A nothing Shopzilla Because he person in good communicate with me 
6dfc20ee-ab6a-4a1d-a307-773e10319e39,Thanks for my help and it was nice talking to you sir.
649e143f-2592-4da1-be8b-32d72a847935,Post delivery service is very good. Need to improve delivery person minimum knowledge regarding the policies of delivery the products
fb01c81c-a7ea-4d7a-9729-ea1d6a6aa8a4,Excellent customer service 
332d1dea-5cec-43be-ac9d-ade76ae39656,Executive was very supportive at the time of conversation.
61c7095c-d18d-4109-b654-c025cbbcc71c,Executive answered my questions patiently and very clearly
fc2ee7fd-9ab0-4654-a45a-6d0cf2c42c12,Customer executive was extremely patient and resolved the asked concern in a very polite manner 
acd10980-483c-4ae0-b5ba-2b5c54020060,Customer care person is good manners but my problem is not resolved please help
a89a2a48-8314-4dc5-ab49-1acb1f3208ad,The customer care executive was very polite and good. And seemed genuinely concerned for the customers. 5 starts for that ..
74ea95cb-f4fa-4b27-8056-697f1bae1d41,Horrible customer service 
d1485f1a-aaf7-4571-8091-ab0f1fbd4e3d,nice person with good skills
fc2272d3-5223-4220-b27b-8fb2e521f340,Agent comunication skill was very bad and my is not solved and Shopzilla aap show mea issue is solved and customer support cannot understand my situation my product is delivered and Shopzilla soe mea product is delivered I was very upset for customer service and delever service  too much time teken by Shopzilla my patience is losing 
e94367ee-52f3-4460-9ee9-8a7621fe9e3f,Very good way of talking of customer care.
6a08a33b-8f6c-4c74-83f8-c9aad963c785,Coustomer executive so goodThnxx   
f0a004d5-108c-4ae9-9a0f-72fed03afff1,Customer care service boy communication skills excellent.my problem solve but delivery time is long.my request delivery to 11th August.
3e8a4210-3369-4d32-bb0a-442e9d56f2a9,Make sure that sellers deliver the correct product....this was the second time that this has happened... very disheartening 
761b5e34-c21e-47d1-af19-00d0dbe10032,Customer care executive is so helpful..she resolved my problem.thank you so much ??
2b04a606-8f11-4bc7-bcf1-9d6323a66e75,Your executive is not interested for help and she don't know how to talk with customer.. educate her first...such a worst experience ever....my call was disconnected in between that was awesome ???? you people doing wonderful job... keep it up...one day you guys will be the reason of company closure... best of luck...it will not take much time.. only you have to do one thing..hire same executives.. with help you to achieve this goal....
dfb2914d-e3c3-4f21-89eb-5cb6affa93cf,Customer executive response very politely that's why I will be go for a Shopzilla 
fe84db55-12ec-4439-9575-46afe41433d8,Much time consuming to resolve problemBut call executive is good
9108bba8-8c5c-4dc5-a9e4-a8ff9a446447,Shopzilla and seller take too much time to refund please solve it in future 
46387da3-4fa8-4467-aa5c-e7b9cab4ed67,Just Too happy with customer executive that he helps me to return & refunds.
23af1222-99a1-46b6-bdf1-e0abc791b78e,The representative I spoke with was very kind and very informative and resolved my query soon. Please hire more customer support executive like him. Thank you
f04279b7-ca1e-4f15-9d54-f96990d18d42,No help this person
e0481670-ac27-482c-99f8-79897a07838e,Customer care executive is too good
e785c570-c3a6-47d2-b9a5-494eed7a5250,Customer support executive is also good 
99655865-1c4d-400a-887a-1073d8cfbe74,Good customer service 
b529820b-f096-4858-96f2-0430358ff966,Very good person customer care executive and very politely behaviour 
6e8e6c74-4c81-47b7-990e-f90eaa13d125,Your agent not solve the problem and cut the call 
723c4601-1ae0-42ba-9b29-5734938355c9,customer service is very helpful thanks....
465e6d64-7d02-4659-828e-65baa7e2cf26,Good person
701460af-9544-4f91-ad4a-b0049fbe4360,Very good person.
68bec6fc-8123-4ccf-9d18-1eaa8b189406,Very poor customer service on issues handling.
3196c30c-763e-4885-8391-30461536e725,Customer support executive is Nice
d0bcf3aa-9aa6-4fb2-ae88-708bf04f38c7,Wonder full customer service 
4ec22c4e-de16-4769-ad6a-74e65887146a,Good customer service
39d6f04c-0ebf-42f0-a42b-60b880ad8d5b,The executive was very helpful and understood my concern very properly
cfe48ada-5c77-4a59-8ae1-cd5ace40f8b0,Tge customer executive was so supportive 
9bde3c39-458d-46c3-b4c8-50e9f2cc7e87,Executive was not able to tell me the reason why the return request was cancelled. He just simply created another return. Not happy with resolution 
50adb266-f1f3-4cc8-a3cf-7650b0aa2f7a,Talking way what is very good but my issue was not solve
c5ed2a49-eb24-492b-8117-868c8d805854,Very natural communication. I m very happy to your talking skill.
bfd7fa59-f5a1-41fd-bdeb-33268b891e06,Customer support is very good The talk with me is very good
d741a694-d5c2-465c-8053-6ce9bda6f414,Customer executive person was so nice and I am happy to talk with him he has solve my problem 
6d998493-bbd8-4f40-8cf4-3a695cf1e5a9,I am unhappy because my issue is not resolve by Shopzilla custmer support executive and also return department of Shopzilla. 
ad810f3d-0095-4a30-b16b-4c3c6ed22e2c,i am very happt to communicate with your customer care...it is a good conversation
e64005c8-223a-4996-b97d-c28e27d6c9d2,Very good support in your Customer care ??
3fb0fac1-b82f-48b4-bdb2-623ebd3be66d,  talked to me very politely and helped me in solving my issues 
7948c8ca-451b-4da0-98de-529f7fffc470,The seller has disappointed me due to one 1000 rs he want earn from me bull shit ...Like this fellows you loss customers like me tell that LG seller to not behave like this again with anyone
47ce6d00-4b50-48a6-b0ef-1a9b3629c070,"Your executive's are good for nothing. They don't have any information, nor authority, nor knowledge. You are wasting our time and money by hiring such fools. They can only provide information which is already available on app."
b2dfda38-458b-42c0-8c0d-c60b1eca49b9,Customer service is very good
5f2b1f7c-a49b-451a-8d80-8f5d3b9951fe,"Your executive's are good for nothing. They don't have any information, or knowledge or authority. They only read information which is already provided on app. You are wasting our time and hard earned money by hiring such fools. Connect us to person who can actually help us and resolve our issue."
a12aa24a-c65f-4d13-bb63-05b693dddc86,Which i raise my first first complain for the agent that i shall be cancel because that delivery boy is very innocent so don't action against that boy this  is my rquest to u ??
8cd65f33-faa9-44c1-b143-95d5fcf4ca4c,"Himani from senior desk was able to help me with resolution, rest any agent didn't even know what the egift card is and how they work.Good job Himani.Imporve your product knowledge for rest of agents."
ac8b7d57-00f0-4920-a690-1e2e924571b4,The customer service executive with whom  I had a word with was very professional in his work and understanding. He understood the issue I was facing and helped me. 
9f681ad5-29d8-4431-8dba-ac50c3f7074d,Worst customer service 
5c5dcfde-03b1-44e6-b3fa-4e564b9b5489,The customer executive I communicated with was very informative and talented she had resolved the case in just 5 mins which none other executive could resolve it from 7 days.I rate her more than 5.
5c2a8fb9-a7c2-4bcb-abe1-d73d1ea11dd1,Waste service by customer and delivery agent is not responding properly no response from delivery agent 
608d9f54-784f-4f6f-9494-3c29b5954a79,Customer service improve 
78cbd4f3-48a2-45d9-8c55-9fdade15bdaa,"I'm really unhappy with the customer service, my issue is still not resolved. "
04bd5be4-257a-489a-a5a3-45315464e5d4,"Customers care personal are not helpful,"
196d0cbc-8fc3-4101-ad42-fa5ba1ccf8d0,Customer service sapoot very good
1956faec-a011-4063-a286-0a225e112e06,Good talking and full sport 
347f0023-67cc-4095-8206-a964f99f1bb1,The agent was knowledgeable and was very attentive. He resolved my query very quickly. 5 star ? rating and a good appreciation for him. All the best for your future you are working so hard.
629b3538-9c88-4d30-8e71-df0de721a5e3,Support person was super 
d6fe2451-bc33-4d7a-b203-73587bafca14,Executive was calm and professional and helped to resolve my issue. 
11bbf1be-fdca-4b56-945d-ea921bcada5e,Mr   is very nice talking sence
2be04bb0-5d29-4454-ab5f-5c73170ea15e,"Thanks to that support executive..picked up today itself, thanks a lot"
df75fdee-b611-4138-b838-e6395dba4df1,"It's completely seller mistake, thank you Shopzilla for support, one main request, please do support in Other language also"
7c0ba553-51e1-4bdd-a409-53db7ec7d482,"I feels like cosmetics (facewash/shampoo/cream) should comes under open box catagory during delivery. As this products are non refundable item. Else, I happy with customer support executive who help me to resolve my issue so quickly. Thanks Shopzilla "
12ff1d70-cad0-45f5-8074-3d007850271d,Excellent communication skills.polite definitely he will be a senior executive. 5 ?????
226ce0f9-86c7-40ae-8505-7c4a5672aa6c,Poor Shopzilla executive even explain everyrhing. He reschedule my delivery datw and unneccesary delay my parcel
2d04831b-e67a-49c4-8a3b-1e80b95bc56b,The Shopzilla customer care no likes and very bad
32df74ac-3d9b-4c58-8e3c-8e1b34aa9fe4,"I was facing an issue regarding my product, But the executive who s name is   solved my problem and helped me to exchange my order on call. We require executive like  ... It was a nice talking to him. "
2c2b46d7-f671-4004-abe0-52f91ff559d7,All customers staff excellent experience
4ed19d0d-6428-4de2-89c5-d007fe4726e4,  support executive are good in her skills delivery services is not working well i am so sad with duplicate item received 
5dfa8cb8-9867-46fb-ac1d-6b68a4848fd7,I was having issue in parcel return I called customer care  and I told my problem that my parcel was taken by me by the delivery boy and my order was cancelled then then customer care told that we have contacted the delivery boy he told the parcel was not taken you so I did conference call to the delivery boy and I asked him you have taken parcel or not he was not knowing that customer care was in conference  he told I have taken the parcel you will not get it again customer care could not do anything 
d8648dfb-8027-4ead-a3c1-538c26f8e4ae,"Atleast provide details of the courier company, the number provided does not work. When asked Shopzilla agent for contact details, they are saying they don't have any information ! How can a company does not have information of their courier partner."
96afc494-45cf-42f2-8f0e-efe41ec5559e,Kadir is highly knowledgeable and polite. He tried hard to solve my problems.Thank you Shopzilla for having great executives to serve us within time limits. 
793a442d-5a3a-4914-af4b-71093f07c82b,"Very tough to reach customer care, too much waiting. Asks time to hold, take too much time. Finally, ask to wait. Issue is not solved, just postpone."
08d09a2f-25aa-4107-97aa-a68567dc84aa,Customer care mam is very sweet and she resolve my problem quickly and I loved the way she talk to customer ????????????
89aea70a-f2be-4802-a47f-afcc9e921ed2,Nice to talk with him he is a helping person 
1cf7aa85-bc58-4cf6-aa4a-01e0ac48c642,Customer care executive is really really good.The issue with the Return is resolved 
7494125a-a3b6-430b-ab57-4d1cc8b31c13,"The customer support executive spoke well I liked it, the conversation was good, and thanks for helping me, I waited for it since 2 days.."
5e17c0b8-85cd-43e5-93a0-1d8ca901ede2,The executive was polite and gave me proper time and information regarding my order 
e7a542da-8635-489e-b074-ca752ea70a3b,Customer care executive was very very polite and helpful.. he also addressed my issue very effectively!
7703e11f-c80f-49f6-98e3-fb607c7d2bfd,"I am happy with the help of customers representative, he was very polite, good knowledgeable of things, problem solving attitude, overall good person.  Good job ????"
0f38e1b9-e887-443a-a0d9-894db5875e88,"Agent was faultless, but Shopzilla service has gone down a lot. Will not use this app ever again"
47c2384a-d8f3-48e1-93dc-c4ab32ffba55,Customer service executive is very professional and Helpful Thank you
c6ff4189-bbe3-43ea-aac5-d0e1206dbabe,Shopzilla customer care is fool and donky
8e7d925e-eb35-45a9-b038-84f6a1c54c19,Pathetic customer service from Shopzilla. They can't even handle a small issue. Poor Shopzilla. This is my last deal with you guys. 
eadbfb4c-3e43-4cfc-a2a9-c780a9bfb3d7,Customer care reaching is very tuff please make easy.very very difficult.
940d3885-346d-4e3c-9bfb-f4945a962a34,"I have multiple issues with the product  "" ordered on 02-08-2023 and delivered to me on 07-08-2023 as follows:- 1) the product is not as shown in the photos on Shopzilla app Page2) the product is shorter than the dimensions mentioned on the app Page.3) the quality of the product is very poor and the thread count is very low the bedsheet is thin and like a net.When I called the customer service on Shopzilla on 09-08-2023 and mentioned the above problems and requested for a return and refund,the executive was not at all able to solve my issue. I faced the following problems during my call with the executive:-1) she was not able to communicate effectively either in Hindi or in English, nor did she understand my issue.2) instead of raising a return and refund request, she raised a replacement request by default WITHOUT MY CONSENT, and when I asked her why she did so, she said that I will have to cancel the replacement on my own and then again call the customer care for placing return request.3) more than one hour of my precious time was wasted during this single call, and I did not receive any assistance. I was unnecessarily harassed and my issue was not resolved.4) because of this I am left with this totally unacceptable product, and cannot raise a return request.Such unprofessional and unethical behaviour on the part of a reputed website like Shopzilla is not at all acceptable. I am very disappointed and exhausted with trying to get a return and refund, when it is clearly promised on the product page on Shopzilla for this particular item, and when I am within the return period.I am sorry to state that I will not consider Shopzilla for any further buying in future, and will resort to buying from other reliable websites like SuperBuy or Reliance.Thank you for such a bad experience on Shopzilla.Regards,Extremely disappointed Long time Shopzilla Plus Customer."
d61d5da2-d740-4b6b-9a77-b344de06565c,Thanks for customer care...??
25161fc6-a32e-447f-a10a-68e0b9298e9a,Delivery agent is lazy and useless. But customer care agent is politely good. 
5fec7a20-a5e0-4850-be58-8dfc0d7824c2,It's nice to talk with customer care 
8aa37ebc-7dba-4998-a7ba-d192822db63d,Your system is very bad no need customer care waste of money
a96e8b95-7303-45f0-aafb-7bfb223cc5da,Good work Shopzilla u need more person as same as he He was great doing wellHe is working on quality not quantity ok u need more employees as same as he I just forgot his name but he was great 
b9d691c9-2b6c-4317-9325-5762b5d2edbf,It's a good talk between me & her
9b95c5b6-2bf1-4b04-9c39-74fe5ae05ce7,One month have passed and customer support executive taken long time and today finally they are saying that you have to clear your paylater dues amount while I have already paid and details also shared. Very bad experience.and I am unable to place new order also because it's got cancelled .
2b5e221f-586d-4344-9176-eb387f87e03e,Worst Delivery Agent who stole my product and worst customer care support.
41e18318-f554-43e0-aace-24537be67b3e,The customer care is amazing to solve my problem and she give me best of best advice to solve my problem I'm very happy with customer care ??????
622826c5-19e1-45c9-94ff-c92319a2a573,"The agent was very helpful, polite and friendly...Shopzilla should hire more people like her...Keep it up girl..."
e0e86be6-5cdf-48dd-979e-197e60c13c59,I am happy to talk to customer care but please resolve my issue as soon as possible and take my product back.
ab9b2533-aa8e-4c28-91a0-f8708f4304e5,Plz keep strict rules for sellers cheating customers by sending used or defective products.. some sellers exploit Shopzillas policies to sell their junk and hamper it's reputation 
5e85497a-3a42-4405-8c9b-4c8ddc88b73e,It was nice customer service...I'm happy that my problem has been resolved within a short of time.. !!
d310160a-f91f-4f20-8f4f-99d9d5c55272,Didn't get required response as customer care don't have the information 
99ba25f1-6a36-4ab9-a0be-2c1109d4082c,Why delay delay and who is responsible person for delay product deliveryOnly waste timeShopzilla is a reputed company but inresponbleCustomer's time & product not valuable in your delivery and executive members 
3ae7c0d4-60ff-44ef-a0d9-02da788be5a5,My issue not solved by customer care executive since a very long time.I did too effort for it.
b43fb265-dc2c-4546-a520-36f16d378218,Shopzilla customer service is good
8efd1838-de39-4849-b1cc-c282ebbda5b4,Mr.   from Shopzilla understood my problem well. He is a nice person and talking to such people instil our trust in Shopzilla.He is an asset.
912cbe6e-baa4-4e44-ae3f-f61e96afbb82,Customer care system is too good but resolve the time issue ????
71982574-188e-46fc-a381-9279a8477a98,"Whole matter has been escalated again and again and my issue has not been resolved yetThe executive i Had conversation with,told me that his senior person will contact me regarding my issue,I have not got any call from Shopzilla team till now..  Extremely disappointed....And some of the executives by self marks the issue resolved without doing anything....Fed up with such service...."
5b72bd5a-3a94-4f04-9fe2-f3f0ac0d8e5c,Nice to talk with your executive 
dfd0d1ca-9250-4525-a7dc-ffbfcd6be5b2,Bad experience with customer executive service 
f9550a6f-e981-466c-b429-e9ebaba3402a,  is the worst person to ever talk to. It\u2019s nightmare to ye the issues resolved from the team. I have given low ratings because of   and she has earned this.
c32c533e-8b0a-4482-8bea-635101e02681,The consultant transferred my call to senior staff for its query resolution but the senior member refused to hear my voice tough she was clearly audible to me but she denied that i was not audible to her. I want speedy resolution about my issue
2f3fec5d-2538-4714-8b2d-100104e92035,Shopzilla staff is very poorly communicate & not could satisfy the customer. 
14cf335a-4784-4292-89ca-30f13e58a672,Np solve my problem customer service close kr do koi fiadha nhi hai 
a283dd13-8e4d-4e9f-a2fd-b9ef99e8532a,Gud to talk but my cover should be delivered soon
e1eb0f54-c13c-4470-90e8-59c19a05e666,I am very much happy with the person who assist to help regarding my problem
2ca453ab-900e-4411-be8c-5a7a928b0a46,Customer executives are all doing great.... But resolving an issue by higher authorities needs to be done more effectively 
ca1cdea7-bab1-42ab-8553-b2b880163622,Your customer care is too good 
5fdb6ff8-ee1b-4304-bdd5-e6f28513dbb6,Sellers are not genuine 
db7d9f6e-fc3d-4174-a9aa-c68291964378,He was very nice and good to talk really appreciated to have a staff like them he solved my query. Thank you so much Shopzilla i think now I don't have to worry about the i item pickup thank you once again 
917b262b-fc49-4646-b512-2d6799305129,Exchange service is pathetic as the agents purposely find nookes and faults in your old phone to reduce the value.
0ea69b61-8796-4961-9074-9a53463c5418,"My order is not delivered to me, but the delivery person has marked it delivered. Why Shopzilla is recruiting such frauds. Shopzilla is the worst. Third class."
8acc7ab0-428c-4da8-96cd-0e585399fb58,Lovely executive. Understood my issue and gave solution.
a288973e-3ba6-4447-8840-d73787c0f1da,Very good ?? I have to say that the executive is very good. I love the way he helped me 
bfcc85a6-8925-42cf-b482-3ff2e63d22b4,Pathetic executive
f061193e-627f-4902-bc06-144ae99ea8ae,Delivery agent is very harsh..not cooperative. Shopzilla facility very vast. Not able to connect with them for delivery enquiry. From last two days I am getting undeliverable message. Please resolve my issue as earliest as possible and take action
9e386a46-7740-4c2c-98eb-948d25b1e3e3,Excellent customer service and resolve issues 
af331b86-01f9-4a06-8070-1e302faef746,Customer service are very good and humble 
2fba3b40-370c-4e50-ab19-722d8ce436f9,I am really appreciate your staff support and cooperation with politely solve my problem
be1ea116-e90c-4294-b699-91a807f0b033,What lovely talking and thank you so much
7726b422-99e1-4d74-b2be-17a4fe6d8471,Nice talk 
a91d24d6-b1a2-4811-89bc-0c54bd534c41,Your resellers was very lazy about his work.Send wrong product to me many times.
aeb8fa22-3f68-4fdb-99a4-769eb6b3c3f8,Nice talk
92e9c4bf-423e-4887-91e9-3e4cad133e6a, good customer service
afd42180-45cc-4dac-ab29-dda5f1e62e0d,He is a nice person.he slove my problem easily.
b034280b-04ee-4dcf-8d2e-cfd8e2f85913,This agent disconnected my call after putting it on hold for 2 minutes. Pathetic experience. Didn't receive a call back too.
9e1edd56-bd73-40e0-a11f-87ac20081632,Totally fake service fake promises fake delivery agent 
05103840-23ac-4dcf-a911-5b73865ad115,Support from customer executive was good 
4f4be4ff-6468-49e2-9da2-b151396ac368,"Supporting executive was very much polite, knowledgeable and helpful. Thanks to him."
91777f51-6afe-42b0-aa5d-80263c437c0b,Customer executive was very helpful.Thanks
f5b83161-089d-4c80-bf2b-6ed9749fc00f,Good person
b48fc123-955c-451b-a060-874b205fbcc2,Very nice way of talking and problem solving
61637258-4486-451b-8a88-9f267c01ac06,My help use full talk this costumer cere so thankyou Shopzilla members 
fe8df1dc-f5de-45f3-8dbd-b61442c54260,"Customer support executive is not listening to my query, before I complete my sentence she started in between which I don't like.One should listen and then start speaking makes some sense."
67bbd9d3-bc8f-4e28-92cd-f559ae640533,Even after 4-5 calls with customers care executive my issue is not yet resolved.For non refundable items there should be quality checks because after delivery no one is taking responsibility of those items neither Shopzilla not supplier.
db98e7ff-3a35-40d9-9a77-5b9301fee84c,Focus on both customer service and quality Thank you Shopzilla 
6fe31ec2-cb1c-4e29-854e-1bfcfe31a4b4,Solve issue in less time ...thanks  to Shopzilla.... customer should respect the Shopzilla always solve issue...customer care executive excellent experience...
19fd0626-15d9-42e2-8e13-3bda1fe71e4a,Nice customer care service 
14f41390-577f-46c2-afe4-7385222d6e7c,Poor service by seller need to improve service by seller
4c71f927-f2e4-45da-a1f3-b2390f1d1bff,Shopzilla because solved my problems Shopzilla stop are good talking to me
57564e85-2714-45eb-a6a4-5eb5815d2585,Overall customer executive was very good to solve my issue 
03d1ec2b-e660-4509-be86-85366f5ca153,He was the best customer executive I have ever talked to!
85e24330-2dca-4c18-94aa-2ca9e4799563,Exicutive was very good person. I'm happy to talk with him 
cb320945-0464-49aa-8943-b82373eec45b,Executive was in hurry and didn't want to talk with me
9c208500-260a-4be0-a114-558e2fcf89e8,I felt very happy while talking to him. There is also a lot of reward in him. 
b810b677-c182-4222-8148-d08c0fecd598,Good customer care service.
a51e2962-6bcd-4c91-abec-b4fe828aff51,Good way of talking
9cca59bd-b5a2-4038-ace6-3b5396890cce,  was very polite in the call . Good customer service team . 
9272ce49-ea15-42be-b0a4-acc659250602,Unable to contact the delivery support ?? team from customer care agent 
48b453c7-9dc3-4b17-b226-d63e86839590,One of the best executive # 
c0713a64-6ffc-4c89-a63d-3c22aef69e92,Very good call executive 
1c0b6fee-569c-4bdc-b617-d8058a0989c3,"The agent is very helpful,hope the policy get improved so the agent will take a right to resolve the issue quickly."
5e2b52ab-a77d-4e47-b9b5-44c34425cd78,Best talking with support team 
